Datetime,Open,High,Low,Close,Adj Close,Volume
2022-04-04 09:30:00-04:00,174.55499267578125,174.6300048828125,174.5500030517578,174.55999755859375,174.55999755859375,1762585
2022-04-04 09:31:00-04:00,174.52999877929688,174.86000061035156,174.47999572753906,174.75,174.75,413771
2022-04-04 09:32:00-04:00,174.75999450683594,175.1999969482422,174.73199462890625,175.15060424804688,175.15060424804688,421546
2022-04-04 09:33:00-04:00,175.14999389648438,175.72000122070312,175.1300048828125,175.48500061035156,175.48500061035156,513633
2022-04-04 09:34:00-04:00,175.49049377441406,176.10040283203125,175.40499877929688,176.05999755859375,176.05999755859375,530531
2022-04-04 09:35:00-04:00,176.0500030517578,176.1533966064453,175.86000061035156,175.94000244140625,175.94000244140625,426617
2022-04-04 09:36:00-04:00,175.96499633789062,176.1199951171875,175.72999572753906,175.9949951171875,175.9949951171875,449589
2022-04-04 09:37:00-04:00,176.0,176.13999938964844,175.8699951171875,176.11000061035156,176.11000061035156,325030
2022-04-04 09:38:00-04:00,176.1300048828125,176.50999450683594,176.1300048828125,176.3699951171875,176.3699951171875,461870
2022-04-04 09:39:00-04:00,176.38999938964844,176.4149932861328,176.13999938964844,176.31500244140625,176.31500244140625,349803
2022-04-04 09:40:00-04:00,176.32000732421875,176.64999389648438,176.32000732421875,176.5740966796875,176.5740966796875,477299
2022-04-04 09:41:00-04:00,176.5800018310547,176.67999267578125,176.44039916992188,176.50999450683594,176.50999450683594,353981
2022-04-04 09:42:00-04:00,176.52000427246094,176.5500030517578,176.32000732421875,176.4499969482422,176.4499969482422,293523
2022-04-04 09:43:00-04:00,176.4499969482422,176.60499572753906,176.38999938964844,176.44000244140625,176.44000244140625,272959
2022-04-04 09:44:00-04:00,176.44000244140625,176.50999450683594,176.3699951171875,176.39999389648438,176.39999389648438,237118
2022-04-04 09:45:00-04:00,176.47000122070312,176.58999633789062,176.35000610351562,176.57000732421875,176.57000732421875,253886
2022-04-04 09:46:00-04:00,176.57000732421875,176.65499877929688,176.4499969482422,176.52999877929688,176.52999877929688,255546
2022-04-04 09:47:00-04:00,176.52999877929688,176.78500366210938,176.42140197753906,176.72999572753906,176.72999572753906,383946
2022-04-04 09:48:00-04:00,176.7100067138672,176.8800048828125,176.63999938964844,176.7364044189453,176.7364044189453,404410
2022-04-04 09:49:00-04:00,176.72999572753906,176.77999877929688,176.57000732421875,176.70010375976562,176.70010375976562,260022
2022-04-04 09:50:00-04:00,176.6999969482422,177.1999969482422,176.6999969482422,177.0749969482422,177.0749969482422,681339
2022-04-04 09:51:00-04:00,177.0800018310547,177.22500610351562,177.07009887695312,177.1300048828125,177.1300048828125,375992
2022-04-04 09:52:00-04:00,177.13999938964844,177.33999633789062,177.05999755859375,177.07000732421875,177.07000732421875,329842
2022-04-04 09:53:00-04:00,177.0749969482422,177.25,177.0,177.1999969482422,177.1999969482422,254813
2022-04-04 09:54:00-04:00,177.1999969482422,177.8498992919922,177.1999969482422,177.80999755859375,177.80999755859375,756290
2022-04-04 09:55:00-04:00,177.81500244140625,177.8699951171875,177.5800018310547,177.72999572753906,177.72999572753906,499962
2022-04-04 09:56:00-04:00,177.72000122070312,177.75999450683594,177.42999267578125,177.47000122070312,177.47000122070312,399770
2022-04-04 09:57:00-04:00,177.47999572753906,177.6750030517578,177.4199981689453,177.56019592285156,177.56019592285156,398128
2022-04-04 09:58:00-04:00,177.5800018310547,177.85000610351562,177.52999877929688,177.80999755859375,177.80999755859375,500527
2022-04-04 09:59:00-04:00,177.77000427246094,177.9499969482422,177.72140502929688,177.7801055908203,177.7801055908203,465656
2022-04-04 10:00:00-04:00,177.7899932861328,177.97000122070312,177.64010620117188,177.72999572753906,177.72999572753906,386037
2022-04-04 10:01:00-04:00,177.7449951171875,178.0399932861328,177.61000061035156,178.0,178.0,472991
2022-04-04 10:02:00-04:00,178.01190185546875,178.14999389648438,177.94000244140625,178.02999877929688,178.02999877929688,464394
2022-04-04 10:03:00-04:00,178.02999877929688,178.1300048828125,177.94009399414062,177.94009399414062,177.94009399414062,323266
